scrapping_date,review_author,review_title,one_reviews_text,review_date,review_rating,review_helpful,review_feedback
2022-05-28 19:45:21.448526,orhom,Nice but hard.,Look nice but it is very very hard game so quick. I think it is to fast. This make me frustration.,"Aug 30, 2018 at 5:38 PM",2, 3,
2022-05-28 19:45:21.462488,remark3d,so nice idea and puzzles...,"but absolutely terrible control no way how you touch allways is bad, so pity and frustrate. This cause I do not recomand this for Oculus Touch gamers","Jun 15, 2018 at 1:37 AM",2, 3,
