scrapping_date,review_author,review_title,one_reviews_text,review_date,review_rating,review_helpful,review_feedback
2022-05-28 15:46:06.893239,UKDemon,epic,Being able to have a one on on with David and look at everyting up close is uttery epic,Apr 5 at 12:13 PM,5, 0,
2022-05-28 15:46:06.908200,bizkit1961,a delight to eyes and ears,"Don't think I have ever watched anything with David Attenborough that isn't wonderful to watch.  Being in VR with him made it better. The VR effects in this was great and it's something I will show family who claim VR is a gimmick. loved it, although I wished it was longer, but I feel I got more then my monies worth",Aug 7 at 6:11 PM,5, 1,
2022-05-28 15:46:06.923159,ReubenHopscotch,A masterpiece of VR education,"VR education has had me massively excited since I was a kid. The future generations will have access to so many advanced tools that they will blow us away! This is wonderful step towards that. Not only does it execute what VR education should be like it nails what an ""experience"" should be, in my opinion. There are parts that feel a little clunky to interact with but there is a nice balance of the interactiveness and the non interactive bits. It is something you can recommend to anyone and I strongly recommend this to you!",Jul 27 at 12:31 PM,5, 1,
2022-05-28 15:46:06.938119,Adriaaaaan,Still brilliant 3 years later,A masterclass in VR educationaly content + its very cool to see some behind the scenes of the natural history museum,"Apr 27, 2021 at 8:45 PM",5, 1,
2022-05-28 15:46:06.953079,pepito.diaz.bestone,better than expected !,"always a plaesure to lern in VR this time i was realy surprised, all new info for me ;) graphic perfect sound good interesting facts and a wise man explaining things ! 
perfect experience for few bucks. buy it !!","May 28, 2021 at 3:23 AM",5, 0,
2022-05-28 15:46:10.083706,Lanzaboy,Odd title but truly excellent.,"As other reviewers have indicated, this is a master class in how to deploy VR in education.  Like others, I am not too obsessed by fossils but to be guided by Sir David from behind the scenes at London’s Natural History Museum made me want to listen and learn. Congratulations Sky UK and Factory42.","Jan 11, 2021 at 10:40 PM",5, 2,
2022-05-28 15:46:10.098665,GreatOrmesby,Hold the world is superb on the Oculus,"When I saw the price of this app I did not expect much at all BUT I was enthralled for the whole time it was on.  I had a little difficulty opening the drawers t first as the arms of my armchair were in the way but some slight guardian adjustments soon solved that issue.
The amazing thing is I want to go back again and again.
I hope at some point more is added (even at a price, I for would be more than willing to pay) 
Please developers take note and provide more of this type of content it's one of the best apps (if not the best) I have used.","Oct 2, 2020 at 10:57 PM",5, 1,
2022-05-28 15:46:10.113625,inceptional,Great plus educational. Limited content.,"What's there is great but I'd like to see more content added. Some of the skeletal versions of creatures could do with sections where we seem them with flesh too, and more of them movement and stuff too. And we just need more of them to see aswell, like a T-Rex (because everyone loves T-Rex), and whatever else. Also, let us use hand pointers to select stuff, and maybe use the right analog stick on Touch to snap rotate the camera so we can view the rest of the rooms easily just for fun.","Jun 18, 2020 at 8:35 PM",4, 0,
2022-05-28 15:46:10.128585,Coldsnap500,Edutainment at its finest,"Fantastic graphics and some very interesting facts. Also, Sir David!
In fact, the representation of Sir David is quite impressive, I'm surprised that performance capture using photogrammetry isn't used in games more frequently.","Apr 16, 2020 at 3:17 AM",5, 4,
2022-05-28 15:46:10.143545,ScooterCooter,Needs more content.,"Good VR and David Attenborough looks almost as if you can shake his hand. It needs more content. Also, it would be nice if you could explore other objects in the library.","May 26, 2020 at 12:04 PM",4, 1,
2022-05-28 15:46:13.261207,vetie,Incredible!,"I am an older generation gamer (in my 50's) and I only wish we had this when I was growing up and in school. The possibilites to use apps like this for learning and entertainment is limitless. 

To the developer, THANK YOU! You have done an awesome job, please keep up the great work and creating these awesome expierences.","Mar 2, 2020 at 12:20 AM",5, 4,
2022-05-28 15:46:13.276167,relaxculus,"Super, but need other languages too!","I enjoy it very much, but my parents cannot enjoy so much, because not speak foreign language. Any chance to translate it to other languages? Or at least support subtitles, please!!","Mar 13, 2020 at 6:40 PM",4, 4,
2022-05-28 15:46:13.290131,rafaelsobral3,Beautifull,Really well done. Something you must try.,"Jun 23, 2020 at 9:31 PM",5, 0,
2022-05-28 15:46:13.305090,CattiBrie,I want more !,"This is amazing, games like this will make anyone interested in the wonders of nature. It really needs to take off with more content!","Jan 18, 2020 at 10:48 AM",5, 3,
2022-05-28 15:46:13.319052,Eyrign,"Simply amazing, I'd pay for more","A one-on-one session of natural history with David Attenborough, please add more content so I can learn about EVERYTHING.","Oct 4, 2019 at 5:46 AM",5, 3,
2022-05-28 15:46:16.424745,GreenKeyboard34,Kids who love science are...,"going to love VR apps like this one.

I can only imagine how amazing it will be for the coming generation of kids to learn science.
They can see dinosaurs walk right in front of them.","Sep 8, 2019 at 1:15 PM",5, 2,
2022-05-28 15:46:16.439705,Moleodis,Amazing Experience,It's the legend David Attenbrough sat opposite you talking about interesting things. 100% my produest fap.,"Jun 22, 2019 at 2:40 AM",5, 22,
