scrapping_date,review_author,review_title,one_reviews_text,review_date,review_rating,review_helpful,review_feedback
2022-05-28 17:27:32.585731,taylor_christopher,Necessary but needing a major update.,"I need this application
but its got such a terrible interface
I don't find it intuitive, and it won't let you browse other folders, just the one folder it makes in My Pictures.
I have hundreds of 360's I need to browse to check out
it is the simplest and fastest way once you get all your stuff in the folder.
Other apps are kind of a pain 
simple next previous 360 image with left stick
plays standard mp4 and mov h264 360 vids
sometimes just flakes out and disappears for no reason
Its the fastest way to browse a folder but the opening menu needs some user interface upgrading.
would be nice if it would view glb files like the home environments.
no bight/contrast/sat that I could see
but it works",Dec 15 at 8:04 PM,4, 4,
2022-05-28 17:27:32.599694,kitarolivier,Don't waste time with this app,"Cannot access Facebook content, and ""My Photos"" don't show jpg files stored in the required directory.
Oculus is loosing credibility with this app :(",Dec 10 at 2:38 AM,1, 6,
2022-05-28 17:27:32.613657,jomsey,garbage,useless,Jan 29 at 8:50 AM,1, 1,
2022-05-28 17:27:32.627619,andrew.castleberry,Broken,pixelated garbage,Nov 9 at 2:45 AM,1, 3,
2022-05-28 17:27:32.642579,RAMA54,"nul !!! appli lancée, rien ne se passe!!",NULL,Nov 20 at 10:44 PM,1, 1,
2022-05-28 17:27:35.786172,twhall,Broken,"It used to work, now it doesn't.  In fact, the entire Oculus Library is broken in the VR view (in a CV1) as of the V 31 update.",Sep 11 at 6:49 AM,1, 7,
2022-05-28 17:27:35.801131,mcwild,Ancient and broken,How does this not use the touch controllers? How has this not been updated and why is it here? Why does it require my photos to be in a specifically named folder on my C drive?,"Mar 20, 2021 at 12:19 AM",1, 14,
2022-05-28 17:27:35.815094,in2action,Awful app,"Not intuitive at all, unable to browse for photos, have had to create a copy in a dedicated OneDrive folder. App doesnt close properly, just hangs with a spinning circle on the Oculus launcher app. Sometimes arrow keys let me move from photo to photo, sometimes they dont etc Avoid and use something from Steam instead.","Jan 24, 2021 at 5:21 PM",1, 8,
2022-05-28 17:27:35.829057,rchrdcrg,Totally broken mess.,The fact that they will neither update nor pull this app is disconcerting at the least. If they care this little about their own apps then are they to be trusted with an entire platform?,"Feb 5, 2021 at 12:27 AM",1, 6,
2022-05-28 17:27:35.844017,WAGNER.WORKS,Complete mess!,"Facebook is no useful VR platform without a working 360 photo viewer. And this one does not work. 

After 7 years with Oculus I will soon switch to HTC. 

Bye, bye Facebook VR!","Oct 30, 2020 at 4:57 PM",1, 17,
2022-05-28 17:27:38.936745,Djie,Not usable,"Couldn't connect to Oculus 360 photos, application keeps throwing this error message. Not usable.","Sep 27, 2020 at 5:14 AM",1, 11,
2022-05-28 17:27:38.951705,opie123,Old Version on GearVR +5P on Rift-S 0P,"I like visiting places with my GearVR so much... So this was the first app on my Rift-S . And I have no Places in it :-(....
Now: Couldn't connect to Oculus 360 Photos.Try again later.","Jun 21, 2020 at 5:23 AM",1, 9,
2022-05-28 17:27:38.966665,Blubbblubbblubb,Error loading photo (jpg),does not load my 360° photos which I use with other players and they always work. they are simple jpg.,"Jul 5, 2020 at 3:26 PM",1, 5,
2022-05-28 17:27:38.981625,RobertLewy,"Used to be a great app, now a mess.","I spent most of my time on this app when I had my Gear VR back then and I absolutely loved it. The ability to view pictures from 360 cities and so on was so good. Now on Rift S, you can't do none of that and the controls are broken. You have to use a keyboard or an Xbox controller to navigate. Hope they fix it soon as it's a shame that this app isn't working. Wish there was a way to browse 360 cities from my headset.","Apr 22, 2020 at 1:44 AM",1, 11,
2022-05-28 17:27:38.995587,jaxxtrend,Bugs and UX mistakes,app dont stop when its closed. No have setting for disable slideshow,"Mar 4, 2020 at 12:05 AM",1, 4,
2022-05-28 17:27:42.101281,trevor.lewis.961993,upload photos,how does one go about uploading photos to this application?  I see the featured photos. How do I upload so it can be viewed as well,"Dec 4, 2019 at 5:45 AM",1, 17,
2022-05-28 17:27:42.116241,Boemkool,works for me,Easy flip through your images with the left controller. Improvement possible on all other controls though. Scaling works well too (images taken with phone and cardboardcamera app),"Nov 24, 2019 at 2:22 AM",3, 3,
2022-05-28 17:27:42.130203,NCCDesignServices,Doesn't work,"The app does not load (blue loading icon), then the app does not shut down unless I restart the computer or reboot oculus. 
A bit disappointing as we bought the headset to view our 360 architectural renders. Hoping it can be fixed.","Nov 2, 2019 at 12:30 AM",1, 4,
2022-05-28 17:27:42.145163,Isilfor,,"Why is there no support for square pictures? For example 4000 x 4000 are not displayed! Can you fix it?
Very inconvenient control and only one button works. The slide show automatically turns on. No zoom.","Nov 23, 2019 at 3:15 AM",3, 3,
2022-05-28 17:27:42.160123,benton-jhs,Great quality,Great quality,"Sep 24, 2019 at 3:17 AM",4, 0,
2022-05-28 17:27:45.276788,RickThePhotoGuy,Requires keyboard use,"You need to move your head to position a little blue dot over your selection, then use the enter key on your keyboard to select. Hit escape to exit.  Do this a few times and it simply stops responding. Want to view your own images? You need to copy them yo the pictures folder on your system. This is incredibly stupid. My photos are organized by subject and location and average 100 meg each. I'm expected to copy them all to one folder and waste a ton of space on my system drive?

There's also no way to visit other sites with collections of 360 photos. 360Cities? Can't look at the content there. A shame since I have a hundred images on the site.","Jun 16, 2019 at 6:18 AM",3, 6,
2022-05-28 17:27:45.291747,HFK_73,Not working,İ have panaromic pictures from lumion software. This app not working,"Jul 9, 2019 at 1:32 PM",1, 5,
2022-05-28 17:27:45.305710,ParekhDhruvil,fghdfs,ghdfhfdsh,"Jul 15, 2019 at 9:07 PM",4, 0,
