scrapping_date,review_author,review_title,one_reviews_text,review_date,review_rating,review_helpful,review_feedback
2022-05-28 20:36:58.712946,pepito.diaz.bestone,Good litle shooter game !,"no bugs, fun litle game not a big hit but fun for free game remind me old shooter  whit boss after few waves ! lets give a chance to devs ;)","Jul 1, 2021 at 1:42 AM",5, 36,
