scrapping_date,review_author,review_title,one_reviews_text,review_date,review_rating,review_helpful,review_feedback
2022-05-28 18:42:50.101538,KrissVR,Twist on shooter with fireworks,"Easy to play, quick start and suitable for all the family.
Really fun to beat highscore. with colorful fireworks","Apr 11, 2018 at 1:17 AM",5, 5,
