scrapping_date,review_author,review_title,one_reviews_text,review_date,review_rating,review_helpful,review_feedback
2022-05-28 19:50:33.523456,MrMantis,There is no user experience,The game shows a chess set on a table but there is no way to interact with the board as your hands/controllers don't show. nor do any of the buttons do anything.,"Feb 4, 2019 at 4:50 AM",1, 6,
2022-05-28 19:50:33.539413,Dan-Cainenstien-1,did i paid for this!,"I have win.10 a1060 ibm cooler 850 watts of power,  not right. King inside a pawn, moves like a game of tag. and im using a mouse. I paid for oculus riff, im using it. Can't castle.","Jul 27, 2017 at 1:46 AM",1, 6,
